doc_id,stock_code,stock_name,bond_code,bond_name,ann_type,publish_date,announcement_url,pdf_url,download_status,crawl_time,notes
3246c108a53fe747,000723,美锦能源,127061,美锦转债,强赎触发提示,2026-04-19,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000723&announcementId=1225041&announcementTime=2026-04-19,http://static.cninfo.com.cn/finalpage/2026-04-19/1225041.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
bab4f65da2f0f74a,000723,美锦能源,127061,美锦转债,强赎触发提示,2026-04-09,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000723&announcementId=1225042&announcementTime=2026-04-09,http://static.cninfo.com.cn/finalpage/2026-04-09/1225042.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
9f4bfea1acae3833,000723,美锦能源,127061,美锦转债,强赎触发提示,2026-03-30,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000723&announcementId=1225043&announcementTime=2026-03-30,http://static.cninfo.com.cn/finalpage/2026-03-30/1225043.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
ec35b26fef1a1bfa,000723,美锦能源,127061,美锦转债,强赎决议,2026-04-14,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000723&announcementId=1225051&announcementTime=2026-04-14,http://static.cninfo.com.cn/finalpage/2026-04-14/1225051.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
80a28bf622434158,000723,美锦能源,127061,美锦转债,强赎决议,2026-04-04,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000723&announcementId=1225052&announcementTime=2026-04-04,http://static.cninfo.com.cn/finalpage/2026-04-04/1225052.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
dc644995721866d4,000723,美锦能源,127061,美锦转债,强赎决议,2026-03-25,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000723&announcementId=1225053&announcementTime=2026-03-25,http://static.cninfo.com.cn/finalpage/2026-03-25/1225053.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
273a93b33a623f4d,000723,美锦能源,127061,美锦转债,强赎实施,2026-04-09,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000723&announcementId=1225061&announcementTime=2026-04-09,http://static.cninfo.com.cn/finalpage/2026-04-09/1225061.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
26fda96706d955d2,000723,美锦能源,127061,美锦转债,强赎实施,2026-03-30,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000723&announcementId=1225062&announcementTime=2026-03-30,http://static.cninfo.com.cn/finalpage/2026-03-30/1225062.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
42c2112310526733,000723,美锦能源,127061,美锦转债,强赎实施,2026-03-20,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000723&announcementId=1225063&announcementTime=2026-03-20,http://static.cninfo.com.cn/finalpage/2026-03-20/1225063.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
18d4efa8a67e442b,000723,美锦能源,127061,美锦转债,强赎结果,2026-04-04,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000723&announcementId=1225071&announcementTime=2026-04-04,http://static.cninfo.com.cn/finalpage/2026-04-04/1225071.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
216823e4d764f21b,000723,美锦能源,127061,美锦转债,强赎结果,2026-03-25,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000723&announcementId=1225072&announcementTime=2026-03-25,http://static.cninfo.com.cn/finalpage/2026-03-25/1225072.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
57f905b40a6fe894,000723,美锦能源,127061,美锦转债,强赎结果,2026-03-15,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000723&announcementId=1225073&announcementTime=2026-03-15,http://static.cninfo.com.cn/finalpage/2026-03-15/1225073.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
d035b77ba559457e,002726,龙大美食,128152,龙大转债,下修触发提示,2026-04-09,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225101&announcementTime=2026-04-09,http://static.cninfo.com.cn/finalpage/2026-04-09/1225101.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
ee9461389b7c1f0f,002726,龙大美食,128152,龙大转债,下修触发提示,2026-03-30,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225102&announcementTime=2026-03-30,http://static.cninfo.com.cn/finalpage/2026-03-30/1225102.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
311cb4ccee227835,002726,龙大美食,128152,龙大转债,下修触发提示,2026-03-20,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225103&announcementTime=2026-03-20,http://static.cninfo.com.cn/finalpage/2026-03-20/1225103.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
cfdad6124cbcf4f2,002726,龙大美食,128152,龙大转债,下修提议,2026-04-04,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225111&announcementTime=2026-04-04,http://static.cninfo.com.cn/finalpage/2026-04-04/1225111.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
4241c9557f79cc99,002726,龙大美食,128152,龙大转债,下修提议,2026-03-25,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225112&announcementTime=2026-03-25,http://static.cninfo.com.cn/finalpage/2026-03-25/1225112.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
c084860960208ab2,002726,龙大美食,128152,龙大转债,下修提议,2026-03-15,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225113&announcementTime=2026-03-15,http://static.cninfo.com.cn/finalpage/2026-03-15/1225113.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
5376a7fd0750cf93,002726,龙大美食,128152,龙大转债,下修决议,2026-03-30,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225121&announcementTime=2026-03-30,http://static.cninfo.com.cn/finalpage/2026-03-30/1225121.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
6d96fece0b5a87d3,002726,龙大美食,128152,龙大转债,下修决议,2026-03-20,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225122&announcementTime=2026-03-20,http://static.cninfo.com.cn/finalpage/2026-03-20/1225122.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
cc1e256549488204,002726,龙大美食,128152,龙大转债,下修决议,2026-03-10,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225123&announcementTime=2026-03-10,http://static.cninfo.com.cn/finalpage/2026-03-10/1225123.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
8eff58c4288a3199,002726,龙大美食,128152,龙大转债,下修实施,2026-03-25,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225131&announcementTime=2026-03-25,http://static.cninfo.com.cn/finalpage/2026-03-25/1225131.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
378b29ff39e89759,002726,龙大美食,128152,龙大转债,下修实施,2026-03-15,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225132&announcementTime=2026-03-15,http://static.cninfo.com.cn/finalpage/2026-03-15/1225132.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
72c8d8fb4d71c098,002726,龙大美食,128152,龙大转债,下修实施,2026-03-05,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225133&announcementTime=2026-03-05,http://static.cninfo.com.cn/finalpage/2026-03-05/1225133.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
7990401bc0d6f627,002726,龙大美食,128152,龙大转债,强赎触发提示,2026-03-20,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225141&announcementTime=2026-03-20,http://static.cninfo.com.cn/finalpage/2026-03-20/1225141.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
bb92d49bc4608a32,002726,龙大美食,128152,龙大转债,强赎触发提示,2026-03-10,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225142&announcementTime=2026-03-10,http://static.cninfo.com.cn/finalpage/2026-03-10/1225142.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
020621eb28791465,002726,龙大美食,128152,龙大转债,强赎触发提示,2026-02-28,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225143&announcementTime=2026-02-28,http://static.cninfo.com.cn/finalpage/2026-02-28/1225143.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
5c1b6bec88f9da2e,002726,龙大美食,128152,龙大转债,强赎决议,2026-03-15,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225151&announcementTime=2026-03-15,http://static.cninfo.com.cn/finalpage/2026-03-15/1225151.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
c2c993b2ad8ae0c0,002726,龙大美食,128152,龙大转债,强赎决议,2026-03-05,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225152&announcementTime=2026-03-05,http://static.cninfo.com.cn/finalpage/2026-03-05/1225152.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
43bfa156a014d206,002726,龙大美食,128152,龙大转债,强赎决议,2026-02-23,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225153&announcementTime=2026-02-23,http://static.cninfo.com.cn/finalpage/2026-02-23/1225153.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
01768be130e253cc,002726,龙大美食,128152,龙大转债,强赎实施,2026-03-10,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225161&announcementTime=2026-03-10,http://static.cninfo.com.cn/finalpage/2026-03-10/1225161.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
877b46e6a5e65390,002726,龙大美食,128152,龙大转债,强赎实施,2026-02-28,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225162&announcementTime=2026-02-28,http://static.cninfo.com.cn/finalpage/2026-02-28/1225162.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
121a1631e2e3fd72,002726,龙大美食,128152,龙大转债,强赎实施,2026-02-18,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225163&announcementTime=2026-02-18,http://static.cninfo.com.cn/finalpage/2026-02-18/1225163.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
ecac4fd455b23c57,002726,龙大美食,128152,龙大转债,强赎结果,2026-03-05,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225171&announcementTime=2026-03-05,http://static.cninfo.com.cn/finalpage/2026-03-05/1225171.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
4ee629f2aeb50f6f,002726,龙大美食,128152,龙大转债,强赎结果,2026-02-23,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225172&announcementTime=2026-02-23,http://static.cninfo.com.cn/finalpage/2026-02-23/1225172.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
20cd3fe6c1e21882,002726,龙大美食,128152,龙大转债,强赎结果,2026-02-13,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz002726&announcementId=1225173&announcementTime=2026-02-13,http://static.cninfo.com.cn/finalpage/2026-02-13/1225173.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
e6acec3c9c79daf0,000895,双汇发展,128147,双汇转债,下修触发提示,2026-03-10,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225201&announcementTime=2026-03-10,http://static.cninfo.com.cn/finalpage/2026-03-10/1225201.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
970254935b7f4682,000895,双汇发展,128147,双汇转债,下修触发提示,2026-02-28,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225202&announcementTime=2026-02-28,http://static.cninfo.com.cn/finalpage/2026-02-28/1225202.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
6bc360d7aa189f2b,000895,双汇发展,128147,双汇转债,下修触发提示,2026-02-18,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225203&announcementTime=2026-02-18,http://static.cninfo.com.cn/finalpage/2026-02-18/1225203.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
8b461d99624e38cd,000895,双汇发展,128147,双汇转债,下修提议,2026-03-05,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225211&announcementTime=2026-03-05,http://static.cninfo.com.cn/finalpage/2026-03-05/1225211.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
620877492a0310e7,000895,双汇发展,128147,双汇转债,下修提议,2026-02-23,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225212&announcementTime=2026-02-23,http://static.cninfo.com.cn/finalpage/2026-02-23/1225212.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
5289345e764f86c7,000895,双汇发展,128147,双汇转债,下修提议,2026-02-13,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225213&announcementTime=2026-02-13,http://static.cninfo.com.cn/finalpage/2026-02-13/1225213.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
297255749220ba8e,000895,双汇发展,128147,双汇转债,下修决议,2026-02-28,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225221&announcementTime=2026-02-28,http://static.cninfo.com.cn/finalpage/2026-02-28/1225221.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
85ad5f1f7df3654d,000895,双汇发展,128147,双汇转债,下修决议,2026-02-18,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225222&announcementTime=2026-02-18,http://static.cninfo.com.cn/finalpage/2026-02-18/1225222.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
b07fb929bc4a55f2,000895,双汇发展,128147,双汇转债,下修决议,2026-02-08,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225223&announcementTime=2026-02-08,http://static.cninfo.com.cn/finalpage/2026-02-08/1225223.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
2f2a903061a84381,000895,双汇发展,128147,双汇转债,下修实施,2026-02-23,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225231&announcementTime=2026-02-23,http://static.cninfo.com.cn/finalpage/2026-02-23/1225231.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
5314391dbd76e806,000895,双汇发展,128147,双汇转债,下修实施,2026-02-13,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225232&announcementTime=2026-02-13,http://static.cninfo.com.cn/finalpage/2026-02-13/1225232.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
c28dca03ef7fb6b9,000895,双汇发展,128147,双汇转债,下修实施,2026-02-03,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225233&announcementTime=2026-02-03,http://static.cninfo.com.cn/finalpage/2026-02-03/1225233.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
2250f35a818544e6,000895,双汇发展,128147,双汇转债,强赎触发提示,2026-02-18,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225241&announcementTime=2026-02-18,http://static.cninfo.com.cn/finalpage/2026-02-18/1225241.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
dcbc5d5c5f9c922a,000895,双汇发展,128147,双汇转债,强赎触发提示,2026-02-08,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225242&announcementTime=2026-02-08,http://static.cninfo.com.cn/finalpage/2026-02-08/1225242.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
afb13f7d29d75005,000895,双汇发展,128147,双汇转债,强赎触发提示,2026-01-29,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225243&announcementTime=2026-01-29,http://static.cninfo.com.cn/finalpage/2026-01-29/1225243.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
46a986ee2529bc29,000895,双汇发展,128147,双汇转债,强赎决议,2026-02-13,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225251&announcementTime=2026-02-13,http://static.cninfo.com.cn/finalpage/2026-02-13/1225251.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
95ff0c57f8bac7ba,000895,双汇发展,128147,双汇转债,强赎决议,2026-02-03,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225252&announcementTime=2026-02-03,http://static.cninfo.com.cn/finalpage/2026-02-03/1225252.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
f72bfd4a3882e720,000895,双汇发展,128147,双汇转债,强赎决议,2026-01-24,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225253&announcementTime=2026-01-24,http://static.cninfo.com.cn/finalpage/2026-01-24/1225253.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
ebebe43bc511d09f,000895,双汇发展,128147,双汇转债,强赎实施,2026-02-08,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225261&announcementTime=2026-02-08,http://static.cninfo.com.cn/finalpage/2026-02-08/1225261.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
f6804ad9749b25b8,000895,双汇发展,128147,双汇转债,强赎实施,2026-01-29,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225262&announcementTime=2026-01-29,http://static.cninfo.com.cn/finalpage/2026-01-29/1225262.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
25dd253f5295b2b8,000895,双汇发展,128147,双汇转债,强赎实施,2026-01-19,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225263&announcementTime=2026-01-19,http://static.cninfo.com.cn/finalpage/2026-01-19/1225263.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
1a9f3e6e56472db6,000895,双汇发展,128147,双汇转债,强赎结果,2026-02-03,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225271&announcementTime=2026-02-03,http://static.cninfo.com.cn/finalpage/2026-02-03/1225271.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
c88fadb789ec5cd7,000895,双汇发展,128147,双汇转债,强赎结果,2026-01-24,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225272&announcementTime=2026-01-24,http://static.cninfo.com.cn/finalpage/2026-01-24/1225272.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
67179b4f63163ed0,000895,双汇发展,128147,双汇转债,强赎结果,2026-01-14,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz000895&announcementId=1225273&announcementTime=2026-01-14,http://static.cninfo.com.cn/finalpage/2026-01-14/1225273.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
135489ee9cf1dbff,600519,贵州茅台,110061,茅台转债,下修触发提示,2026-02-08,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225301&announcementTime=2026-02-08,http://static.cninfo.com.cn/finalpage/2026-02-08/1225301.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
ccbd059865453b6f,600519,贵州茅台,110061,茅台转债,下修触发提示,2026-01-29,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225302&announcementTime=2026-01-29,http://static.cninfo.com.cn/finalpage/2026-01-29/1225302.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
ebe3985a6f798967,600519,贵州茅台,110061,茅台转债,下修触发提示,2026-01-19,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225303&announcementTime=2026-01-19,http://static.cninfo.com.cn/finalpage/2026-01-19/1225303.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
07db8d254235149b,600519,贵州茅台,110061,茅台转债,下修提议,2026-02-03,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225311&announcementTime=2026-02-03,http://static.cninfo.com.cn/finalpage/2026-02-03/1225311.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
8bb48d53e59dc672,600519,贵州茅台,110061,茅台转债,下修提议,2026-01-24,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225312&announcementTime=2026-01-24,http://static.cninfo.com.cn/finalpage/2026-01-24/1225312.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
6279480a6b4ce2f4,600519,贵州茅台,110061,茅台转债,下修提议,2026-01-14,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225313&announcementTime=2026-01-14,http://static.cninfo.com.cn/finalpage/2026-01-14/1225313.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
d4163178b680bdcc,600519,贵州茅台,110061,茅台转债,下修决议,2026-01-29,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225321&announcementTime=2026-01-29,http://static.cninfo.com.cn/finalpage/2026-01-29/1225321.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
135adbc2352925a8,600519,贵州茅台,110061,茅台转债,下修决议,2026-01-19,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225322&announcementTime=2026-01-19,http://static.cninfo.com.cn/finalpage/2026-01-19/1225322.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
5e0692274fcc01ab,600519,贵州茅台,110061,茅台转债,下修决议,2026-01-09,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225323&announcementTime=2026-01-09,http://static.cninfo.com.cn/finalpage/2026-01-09/1225323.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
757961f1ebffe467,600519,贵州茅台,110061,茅台转债,下修实施,2026-01-24,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225331&announcementTime=2026-01-24,http://static.cninfo.com.cn/finalpage/2026-01-24/1225331.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
80415e80d9f374c7,600519,贵州茅台,110061,茅台转债,下修实施,2026-01-14,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225332&announcementTime=2026-01-14,http://static.cninfo.com.cn/finalpage/2026-01-14/1225332.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
69d2add29e91cec5,600519,贵州茅台,110061,茅台转债,下修实施,2026-01-04,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225333&announcementTime=2026-01-04,http://static.cninfo.com.cn/finalpage/2026-01-04/1225333.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
71faf315559235e4,600519,贵州茅台,110061,茅台转债,强赎触发提示,2026-01-19,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225341&announcementTime=2026-01-19,http://static.cninfo.com.cn/finalpage/2026-01-19/1225341.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
1781ade0b3e2a1be,600519,贵州茅台,110061,茅台转债,强赎触发提示,2026-01-09,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225342&announcementTime=2026-01-09,http://static.cninfo.com.cn/finalpage/2026-01-09/1225342.PDF,pending,2026-05-19 16:11:19,示例数据-事件2
cc3f6656a0506196,600519,贵州茅台,110061,茅台转债,强赎触发提示,2025-12-30,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225343&announcementTime=2025-12-30,http://static.cninfo.com.cn/finalpage/2025-12-30/1225343.PDF,pending,2026-05-19 16:11:19,示例数据-事件3
20a996a9f9f01863,600519,贵州茅台,110061,茅台转债,强赎决议,2026-01-14,https://www.cninfo.com.cn/new/disclosure/detail?orgId=gssz600519&announcementId=1225351&announcementTime=2026-01-14,http://static.cninfo.com.cn/finalpage/2026-01-14/1225351.PDF,pending,2026-05-19 16:11:19,示例数据-事件1
